City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,luau,-10.7073,22.2247,21.75,74,59,3.57,AO,1696980618
365,vorgashor,67.5833,63.95,-0.35,90,100,4.99,RU,1696980618
366,nora,59.5193,15.0398,13.8,100,100,2.24,SE,1696980618
367,cockburn town,21.4612,-71.1419,29.3,77,96,6.59,TC,1696980021
368,yantai,37.5333,121.4,18.4,58,58,1.19,CN,1696980619
369,weno,7.4515,151.8468,30.97,79,75,2.57,FM,1696980619
370,palmer,42.1584,-72.3287,13.06,77,75,0.0,US,1696980102
371,karratha,-20.7377,116.8463,27.08,52,3,1.95,AU,1696979916
372,changping,40.2186,116.2197,8.8,60,0,1.11,CN,1696980620
373,mahina,-17.5065,-149.489,28.87,61,75,3.6,PF,1696979839
374,kovdor,67.5662,30.4758,-6.4,97,10,1.33,RU,1696980620
375,dunedin,-45.8742,170.5036,11.59,42,33,0.85,NZ,1696980503
376,madang,-5.2246,145.7966,26.58,89,99,0.77,PG,1696980080
377,mangai,-4.05,19.5333,21.19,99,99,0.93,CD,1696980621
378,fale old settlement,-9.3852,-171.2468,28.06,78,71,4.18,TK,1696980622
379,impfondo,1.6381,18.0667,21.23,95,100,1.45,CG,1696980043
380,plastun,44.7561,136.2939,8.38,78,0,2.24,RU,1696980133
381,langxiang,46.95,128.8833,9.49,59,2,1.57,CN,1696980622
382,fortuna,40.5982,-124.1573,17.19,100,75,2.57,US,1696980622
383,kamloops,50.6665,-120.3192,14.76,68,100,3.6,CA,1696980606
384,qarqaraly,49.4058,75.4742,10.55,57,88,3.84,KZ,1696980623
385,puerto iguazu,-25.5991,-54.5736,27.62,56,0,3.09,AR,1696980623
386,la passe,45.5549,-0.8967,17.21,74,0,1.01,FR,1696980623
387,xinzhou,38.4092,112.7333,11.21,61,10,0.27,CN,1696980623
388,nogliki,51.8333,143.1667,3.52,70,9,2.24,RU,1696980107
389,kirakira,-10.4544,161.9205,28.64,79,89,4.94,SB,1696980624
390,ha tinh,18.3333,105.9,22.64,84,100,4.2,VN,1696980624
391,portland,45.5234,-122.6762,17.96,76,75,6.69,US,1696980054
392,doma,8.3833,8.35,24.99,89,27,0.85,NG,1696980624
393,poxoreo,-15.8372,-54.3892,26.22,66,75,2.05,BR,1696980625
394,bowen,-20.0167,148.2333,25.04,59,34,7.44,AU,1696980625
395,mana,5.6592,-53.7767,27.23,80,0,4.25,GF,1696980626
396,howard springs,-12.497,131.047,29.34,61,86,3.1,AU,1696980076
397,zhelezinka,53.54,75.3072,14.75,57,99,5.14,KZ,1696980626
398,oyama,36.3,139.8,19.77,50,63,0.33,JP,1696980626
399,santa cruz,-17.8,-63.1667,30.03,54,15,6.17,BO,1696980506
400,kulp,38.4972,41.0122,15.11,79,33,0.97,TR,1696980627
401,chyorny yar,48.0624,46.1091,7.08,50,100,3.48,RU,1696980628
402,chateaubourg,48.1112,-1.4002,16.25,89,5,2.16,FR,1696980628
403,luanda,-8.8368,13.2343,24.0,88,75,2.06,AO,1696980628
404,baraboo,43.4711,-89.7443,14.19,47,100,3.6,US,1696980629
405,bandon,51.7469,-8.7425,15.77,98,100,3.95,IE,1696980080
406,harstad,68.799,16.5293,3.97,84,100,12.07,NO,1696980629
407,palma sola,-23.9634,-64.2987,25.44,44,7,0.76,AR,1696980629
408,waddan,29.1614,16.139,21.13,58,0,2.66,LY,1696980121
409,flin flon,54.7682,-101.865,10.91,62,0,3.09,CA,1696980614
410,pontianak,-0.0333,109.3333,24.99,94,20,0.51,ID,1696980604
411,nueva gerona,21.8833,-82.8,29.62,76,98,4.0,CU,1696980630
412,usogorsk,63.4106,48.6872,2.59,71,100,1.86,RU,1696980630
413,creswell,43.9179,-123.0245,15.33,84,57,4.53,US,1696980631
414,taroa,8.7058,171.2275,28.17,78,96,6.2,MH,1696980062
415,shiprock,36.7855,-108.687,27.19,16,11,3.44,US,1696980632
416,yuzhno-kurilsk,44.0306,145.8556,11.88,88,74,8.59,RU,1696980632
417,oarai,36.3167,140.6,19.58,50,52,3.83,JP,1696980632
418,kirensk,57.7853,108.1119,7.23,94,97,2.24,RU,1696980633
419,furstenwalde,52.3667,14.0667,15.21,91,97,3.21,DE,1696980633
420,villa nueva,14.5269,-90.5875,22.01,88,75,3.09,GT,1696980633
421,cobija,-11.0267,-68.7692,32.1,62,40,0.0,BO,1696980633
422,kargasok,59.0556,80.8572,7.76,80,100,1.79,RU,1696980633
423,canmore,51.0834,-115.3521,16.06,44,97,0.51,CA,1696980634
424,inarajan village,13.2736,144.7484,29.66,87,100,9.46,GU,1696980634
425,simanggang,1.2472,111.4528,23.99,100,84,0.0,MY,1696980634
426,cerro azul,21.2,-97.7333,24.75,86,87,2.74,MX,1696980635
427,tete,-16.1564,33.5867,29.05,51,0,5.14,MZ,1696980124
428,saint-philippe,-21.3585,55.7679,21.77,70,52,1.34,RE,1696980045
429,zdolbuniv,50.5206,26.2425,4.52,71,80,2.99,UA,1696980068
430,paulden,34.8856,-112.4682,27.99,24,3,7.15,US,1696980635
431,trail,49.0998,-117.7022,11.62,93,100,2.07,CA,1696980629
432,manokwari,-0.8667,134.0833,27.86,70,100,0.86,ID,1696980056
433,eyl,7.9803,49.8164,26.23,86,100,3.49,SO,1696980636
434,nazyvayevsk,55.5698,71.3529,3.55,76,100,2.3,RU,1696980636
435,palikir - national government center,6.9248,158.1611,31.41,70,40,3.09,FM,1696980105
436,mazamet,43.49,2.373,14.98,67,0,1.54,FR,1696980631
437,hastings,50.8552,0.5729,16.86,46,70,6.87,GB,1696980637
438,agat village,13.3886,144.6585,29.64,85,20,7.2,GU,1696980637
439,lycksele,64.5954,18.6735,3.93,100,100,4.12,SE,1696980638
440,gateway,26.5776,-81.7504,28.32,69,0,3.09,US,1696980638
441,kelso,46.1468,-122.9084,16.38,92,100,3.6,US,1696980638
442,mulayjah,27.271,48.4242,27.27,20,0,0.79,SA,1696980638
443,mwene-ditu,-7.0,23.45,19.43,96,100,2.78,CD,1696980638
444,bontang,0.1333,117.5,26.58,79,100,2.74,ID,1696980639
445,micheweni,-4.9667,39.8333,25.34,82,20,4.07,TZ,1696980639
446,tidjikja,18.5564,-11.4271,31.0,15,3,4.4,MR,1696980639
447,bei'an,24.5399,109.533,18.11,82,99,2.44,CN,1696980639
448,cabedelo,-6.9811,-34.8339,26.37,80,70,5.45,BR,1696980363
449,nagatoro,36.1163,139.1071,20.42,49,88,3.39,JP,1696980640
450,soto la marina,23.7667,-98.2167,24.15,88,100,0.9,MX,1696980640
451,midvagur,62.0511,-7.1939,8.46,76,75,12.86,FO,1696980640
452,tangier,35.7806,-5.8137,22.64,73,0,9.26,MA,1696980640
453,ilam,26.9167,87.9167,18.33,90,55,1.19,NP,1696980641
454,elizabeth city,36.2946,-76.2511,19.01,70,100,0.0,US,1696980630
455,marsala,37.7966,12.4352,24.41,77,0,1.54,IT,1696980641
456,tinajo,29.0788,-13.7081,23.49,50,0,1.03,ES,1696980642
457,ust'-kut,56.7938,105.7672,5.94,93,40,2.26,RU,1696980642
458,nemuro,43.3236,145.575,12.28,66,46,8.31,JP,1696980642
459,ad dujayl,33.8467,44.2344,26.95,31,82,5.14,IQ,1696980643
460,east ballina,-28.8667,153.5833,24.33,57,24,1.42,AU,1696980643
461,tomah,43.9786,-90.504,13.88,47,0,2.06,US,1696980643
462,kikwit,-5.041,18.8162,21.04,97,98,1.11,CD,1696980643
463,dourbali,11.8091,15.8632,29.54,33,8,2.63,TD,1696980643
464,el bauga,18.262,33.9081,30.99,22,3,3.74,SD,1696980093
465,la barceloneta,41.3807,2.1899,21.62,80,0,2.06,ES,1696980644
466,semenivka,52.1783,32.5818,1.12,70,14,2.04,UA,1696980644
467,igrim,63.1906,64.4162,2.79,85,98,5.81,RU,1696980645
468,casper,42.8666,-106.3131,23.33,15,0,7.72,US,1696980645
469,yanbu,24.0891,38.0637,29.02,74,0,1.03,SA,1696980645
470,huarmey,-10.0681,-78.1522,19.67,83,55,4.78,PE,1696980645
471,borisoglebskiy,57.2586,39.1508,-1.07,95,70,2.48,RU,1696980645
472,sidi yahia el gharb,34.3065,-6.3062,18.37,73,45,3.4,MA,1696980645
473,troitsko-pechorsk,62.7084,56.1964,-0.17,88,100,1.79,RU,1696980646
474,akita,39.7167,140.1167,12.52,100,100,2.06,JP,1696980646
475,yermentau,51.6214,73.1069,8.82,78,99,5.91,KZ,1696980646
476,bizerte,37.2744,9.8739,18.0,77,0,0.0,TN,1696980646
477,port shepstone,-30.7414,30.455,19.04,87,100,1.91,ZA,1696980646
478,gadzhiyevo,69.2551,33.3362,-1.02,84,13,3.04,RU,1696980646
479,port blair,11.6667,92.75,26.37,84,80,1.65,IN,1696980073
480,selfoss,63.9331,-20.9971,1.2,79,39,12.99,IS,1696980647
481,bestobe,52.4994,73.0975,9.12,70,100,6.28,KZ,1696980647
482,barquisimeto,10.0739,-69.3228,30.35,45,16,4.63,VE,1696980619
483,boyolangu,-8.1181,111.8935,25.03,76,35,2.23,ID,1696980648
484,tesistan,20.7833,-103.4833,17.57,89,100,2.43,MX,1696980648
485,kourou,5.1552,-52.6478,28.03,79,0,4.03,GF,1696980606
486,pointe aux piments,-20.0628,57.5131,21.4,77,19,3.04,MU,1696980648
487,mil'kovo,55.6078,37.7956,0.23,95,41,3.01,RU,1696980648
488,grand falls-windsor,48.9332,-55.6649,14.17,87,100,0.45,CA,1696979870
489,zaragoza,41.6561,-0.8773,20.01,36,0,1.34,ES,1696980586
490,turpan,42.9333,89.1667,20.39,26,100,0.5,CN,1696980649
491,natal,-5.795,-35.2094,26.12,78,40,4.63,BR,1696980649
492,guixi,28.2886,117.2133,16.93,89,100,0.9,CN,1696980649
493,novodvinsk,64.4165,40.8122,-0.12,91,41,2.81,RU,1696980650
494,luuq,3.7938,42.5445,26.89,59,65,8.9,SO,1696980650
495,raduzhny,62.0961,77.475,1.17,95,9,3.2,RU,1696980650
496,novyy urengoy,66.0833,76.6333,3.1,96,100,8.99,RU,1696979880
497,freetown,8.484,-13.2299,26.84,78,75,1.54,SL,1696980650
498,troia,41.3631,15.3124,18.88,53,75,0.8,IT,1696980651
499,lazaro cardenas,17.9583,-102.2,25.39,89,100,1.39,MX,1696980410
500,aleksandrovsk-sakhalinskiy,50.8975,142.1561,3.65,60,1,3.46,RU,1696980651
501,bay roberts,47.5999,-53.2648,11.75,94,17,2.24,CA,1696980651
502,maintirano,-18.0667,44.0167,25.64,77,58,1.71,MG,1696980652
503,bhinmal,25.0,72.25,24.53,74,3,3.3,IN,1696980652
504,eirunepe,-6.6603,-69.8736,29.37,52,75,1.24,BR,1696980652
505,nantucket,41.2835,-70.0995,17.03,89,0,4.12,US,1696980064
506,champerico,14.3,-91.9167,29.3,79,77,1.85,GT,1696980653
507,saguenay,48.4168,-71.0657,11.71,82,100,1.54,CA,1696980063
508,sharlyk,52.9167,54.75,3.52,85,98,7.26,RU,1696980653
509,port isabel,26.0734,-97.2086,24.04,93,100,3.09,US,1696980653
510,puerto leguizamo,-0.1934,-74.7819,21.75,100,99,1.15,CO,1696980653
511,vila velha,-20.3297,-40.2925,22.97,92,100,3.13,BR,1696980071
512,ust'-abakan,53.8525,91.3742,3.95,93,31,0.0,RU,1696980654
513,medicine hat,50.0501,-110.6683,23.45,31,75,1.03,CA,1696980598
514,xining,36.6167,101.7667,7.0,89,100,0.97,CN,1696980654
515,sohagpur,22.7,78.2,21.93,72,7,1.51,IN,1696980654
516,muzaffargarh,30.0754,71.1921,23.01,37,0,0.83,PK,1696980655
517,nova vicosa,-17.8919,-39.3719,23.87,86,20,3.72,BR,1696980655
518,sola,-13.8833,167.55,24.92,75,100,9.33,VU,1696980119
519,weligama,5.9667,80.4167,25.51,88,100,1.42,LK,1696980655
520,kuruman,-27.4524,23.4325,20.55,51,100,4.09,ZA,1696980655
521,los frentones,-26.4077,-61.4137,33.15,32,48,3.25,AR,1696980655
522,wangjing,24.6,94.0333,18.5,98,11,0.07,IN,1696980656
523,port moresby,-9.4431,147.1797,26.68,94,75,7.72,PG,1696980420
524,revda,56.801,59.9303,1.82,97,100,2.74,RU,1696980656
525,suntar,62.1444,117.6319,7.86,81,100,3.58,RU,1696980656
526,isoka,-10.1606,32.6335,19.64,59,4,1.12,ZM,1696980656
527,kismayo,-0.3582,42.5454,25.38,80,68,5.54,SO,1696980657
528,juan griego,11.0817,-63.9655,30.07,74,3,7.72,VE,1696980657
529,arawa,-6.2132,155.5367,28.13,72,100,0.71,PG,1696980657
530,quebo,11.3333,-14.9333,24.22,95,100,1.01,GW,1696980657
531,dawei,14.0833,98.2,23.84,94,87,1.49,MM,1696980096
532,opuwo,-18.0607,13.84,20.62,38,59,1.88,NA,1696980657
533,kingscliff,-28.2667,153.5667,24.97,53,31,3.6,AU,1696980658
534,vilcun,-38.65,-72.2333,9.41,87,79,1.14,CL,1696980658
535,minas de marcona,-15.2119,-75.1103,14.69,80,65,5.69,PE,1696980658
536,sars,56.5502,57.1366,2.95,91,100,3.45,RU,1696980658
537,rehoboth,-23.3167,17.0833,20.69,23,76,1.18,NA,1696980502
538,lushun,38.8,121.2667,13.12,50,53,2.32,CN,1696980659
539,barra do bugres,-15.0725,-57.1811,28.95,59,70,0.42,BR,1696980405
540,diu,20.7141,70.9822,23.32,83,2,3.58,IN,1696980659
541,leicester,52.6386,-1.1317,17.12,83,100,7.21,GB,1696980461
542,brookings,44.3114,-96.7984,15.61,37,0,0.0,US,1696980659
543,bojnurd,37.4747,57.329,10.97,82,0,1.03,IR,1696980659
544,razdol'noye,45.7708,33.4878,10.15,50,11,5.93,UA,1696980660
545,keetmanshoop,-26.5833,18.1333,23.51,28,58,3.09,NA,1696980660
546,estevan,49.1334,-102.9842,16.19,47,0,8.23,CA,1696980531
547,saudarkrokur,65.7461,-19.6394,2.55,99,100,14.02,IS,1696980660
548,banff,51.1762,-115.5698,15.57,44,100,0.51,CA,1696980660
549,novyy urgal,51.0736,132.5642,3.33,71,10,0.46,RU,1696980660
550,sept-iles,50.2001,-66.3821,11.14,95,75,1.54,CA,1696980603
551,pizarro,4.9533,-77.366,26.65,89,88,2.93,CO,1696980661
552,fort meade,39.1082,-76.7432,16.66,73,47,0.87,US,1696980661
553,fuerte olimpo,-21.0415,-57.8738,31.21,42,35,2.72,PY,1696980662
554,prince rupert,54.3161,-130.3201,13.05,82,100,2.06,CA,1696980662
555,sierra vista southeast,31.4539,-110.2164,28.92,21,20,2.24,US,1696980662
556,thomson,33.4707,-82.5046,22.79,52,0,3.09,US,1696980662
557,kone,-21.0595,164.8658,26.0,54,73,1.89,NC,1696980662
558,viqueque,-8.8673,126.3658,28.98,57,55,2.68,TL,1696980663
559,broome,42.2506,-75.833,12.21,66,100,2.06,US,1696980663
560,simeonovgrad,42.0333,25.8333,16.4,50,100,1.42,BG,1696980663
561,talakan,50.3167,130.3667,8.37,66,10,2.14,RU,1696980664
562,boende,-0.2167,20.8667,20.39,99,99,1.15,CD,1696980664
563,ridgecrest,35.6225,-117.6709,30.92,21,40,6.17,US,1696980664
564,jaigaon,26.8477,89.3756,22.22,79,24,2.55,IN,1696980664
565,damboa,11.156,12.7576,27.18,32,7,0.31,NG,1696980665
